"source","idx","authors","year","title","venue","vol","pages"
"gupte2017.pdf","31","Chapman, J.D., Gagne, J.P., Poirier, G.G., Goodlett, D.R.","2013","Mapping PARP-1 auto-ADP-ribosylation sites by liquid chromatography-tandem mass spectrometry","J Proteome Res","12","1868-1880"
"gupte2017.pdf","32","Cho, Y.S., Han, M.K., Kwark, O.S., Phoe, M.S., Cha, Y.S., An, N.H., Kim, U.H.","1998","Auto-ADP-ribosylation of NAD glycohydrolase from Neurospora crassa","Comp Biochem Physiol B Biochem Mol Biol","120","175-181"
"gupte2017.pdf","33","Cho, S.H., Ahn, A.K., Bhargava, P., Lee, C.H., Eischen, C.M., McGuinness, O., Boothby, M.","2011","Glycolytic rate and lymphomagenesis depend on PARP14, an ADP ribosyltransferase of the B aggressive lymphoma (BAL) family","Proc Natl Acad Sci USA","108","15972-15977"
"gupte2017.pdf","34","Cho, S.H., Raybuck, A., Wei, M., Erickson, J., Nam, K.T., Cox, R.G., Trochtenberg, A., Thomas, J.W., Williams, J., Boothby, M.","2013","B cell-intrinsic and -extrinsic regulation of antibody responses by PARP14, an intracellular (ADP-ribosyl)transferase","J Immunol","191","3169-3178"
"gupte2017.pdf","35","Chou, D.M., Adamson, B., Dephoure, N.E., Tan, X., Nottke, A.C., Hurov, K.E., Gygi, S.P., Colaiacovo, M.P., Elledge, S.J.","2010","A chromatin localization screen reveals poly (ADP ribose)-regulated recruitment of the repressive polycomb and NuRD complexes to sites of DNA damage","Proc Natl Acad Sci","107","18475-18480"
"gupte2017.pdf","36","Curtin, N.J., Szabo, C.","2013","Therapeutic applications of PARP inhibitors: anticancer therapy and beyond","Mol Aspects Med","34","1217-1256"
"gupte2017.pdf","37","Daniels, C.M., Ong, S.E., Leung, A.K.","2014","Phosphoproteomic approach to characterize protein mono- and poly(ADP-ribosyl)ation sites from cells","J Proteome Res","13","3510-3522"
"gupte2017.pdf","38","Daniels, C.M., Thirawatananond, P., Ong, S.E., Gabelli, S.B., Leung, A.K.","2015","Nudix hydrolases degrade protein-conjugated ADP-ribose","Sci Rep","5","18271"
"gupte2017.pdf","39","Daugherty, M.D., Malik, H.S.","2012","Rules of engagement: molecular insights from host-virus arms races","Annu Rev Genet","46","677-700"
"gupte2017.pdf","40","Daugherty, M.D., Young, J.M., Kerns, J.A., Malik, H.S.","2014","Rapid evolution of PARP genes suggests a broad role for ADP-ribosylation in host-virus conflicts","PLoS Genet","10","e1004403"
"gupte2017.pdf","41","David, K.K., Andrabi, S.A., Dawson, T.M., Dawson, V.L.","2009","Parthanatos, a messenger of death","Front Biosci (Landmark Ed)","14","1116-1128"
"gupte2017.pdf","42","Dawicki-McKenna, J.M., Langelier, M.F., DeNizio, J.E., Riccio, A.A., Cao, C.D., Karch, K.R., McCauley, M., Steffen, J.D., Black, B.E., Pascal, J.M.","2015","PARP-1 activation requires local unfolding of an autoinhibitory domain","Mol Cell","60","755-768"
"gupte2017.pdf","43","de Murcia, J.M., Niedergang, C., Trucco, C., Ricoul, M., Dutrillaux, B., Mark, M., Oliver, F.J., Masson, M., Dierich, A., LeMeur, M., et al.","1997","Requirement of poly(ADP-ribose) polymerase in recovery from DNA damage in mice and in cells","Proc Natl Acad Sci","94","7303-7307"
"gupte2017.pdf","44","de Vos, M., Schreiber, V., Dantzer, F.","2012","The diverse roles and clinical relevance of PARPs in DNA damage repair: current state of the art","Biochem Pharmacol","84","137-146"
"gupte2017.pdf","45","Dotti, C.G., Sullivan, C.A., Banker, G.A.","1988","The establishment of polarity by hippocampal neurons in culture","J Neurosci","8","1454-1468"
"gupte2017.pdf","46","Drew, Y., Calvert, H.","2008","The potential of PARP inhibitors in genetic breast and ovarian cancers","Ann N Y Acad Sci","1138","136-145"
"gupte2017.pdf","47","Drew, Y., Ledermann, J., Hall, G., Rea, D., Glasspool, R., Highley, M., Jayson, G., Sludden, J., Murray, J., Jamieson, D., et al.","2016","Phase 2 multicentre trial investigating intermittent and continuous dosing schedules of the poly(ADP-ribose) polymerase inhibitor rucaparib in germline BRCA mutation carriers with advanced ovarian and breast cancer","Br J Cancer","114","723-730"
"gupte2017.pdf","48","Egloff, M.P., Malet, H., Putics, A., Heinonen, M., Dutartre, H., Frangeul, A., Gruez, A., Campanacci, V., Cambillau, C., Ziebuhr, J., et al.","2006","Structural and functional basis for ADP-ribose and poly(ADP-ribose) binding by viral macro domains","J Virol","80","8493-8502"
"gupte2017.pdf","49","El Ramy, R., Magroun, N., Messadecq, N., Gauthier, L.R., Boussin, F.D., Kolthur-Seetharam, U., Schreiber, V., McBurney, M.W., Sassone-Corsi, P., Dantzer, F.","2009","Functional interplay between Parp-1 and SirT1 in genome integrity and chromatin-based processes","Cell Mol Life Sci","66","3219-3234"
"gupte2017.pdf","50","Emanuelli, M., Carnevali, F., Saccucci, F., Pierella, F., Amici, A., Raffaelli, N., Magni, G.","2001","Molecular cloning, chromosomal localization, tissue mRNA levels, bacterial expression, and enzymatic properties of human NMN adenylyltransferase","J Biol Chem","276","406-412"
"gupte2017.pdf","51","Eustermann, S., Wu, W.F., Langelier, M.F., Yang, J.C., Easton, L.E., Riccio, A.A., Pascal, J.M., Neuhaus, D.","2015","Structural basis of detection and signaling of DNA single-strand breaks by human PARP-1","Mol Cell","60","742-754"
"gupte2017.pdf","52","Farmer, H., McCabe, N., Lord, C.J., Tutt, A.N., Johnson, D.A., Richardson, T.B., Santarosa, M., Dillon, K.J., Hickson, I., Knights, C., et al.","2005","Targeting the DNA repair defect in BRCA mutant cells as a therapeutic strategy","Nature","434","917-921"
"gupte2017.pdf","53","Farrar, D., Rai, S., Chernukhin, I., Jagodic, M., Ito, Y., Yammine, S., Ohlsson, R., Murrell, A., Klenova, E.","2010","Mutational analysis of the poly(ADP-ribosyl)ation sites of the transcription factor CTCF provides an insight into the mechanism of its regulation by poly(ADP-ribosyl)ation","Mol Cell Biol","30","1199-1216"
"gupte2017.pdf","54","Feijs, K.L., Forst, A.H., Verheugd, P., Lüscher, B.","2013","Macrodomain-containing proteins: regulating new intracellular functions of mono(ADP-ribosyl)ation","Nat Rev Mol Cell Biol","14","443-451"
"gupte2017.pdf","55","Fenton, A.L., Shirodkar, P., Macrae, C.J., Meng, L., Koch, C.A.","2013","The PARP3- and ATM-dependent phosphorylation of APLF facilitates DNA double-strand break repair","Nucleic Acids Res","41","4080-4092"
"gupte2017.pdf","56","Fong, P.C., Boss, D.S., Yap, T.A., Tutt, A., Wu, P., Mergui-Roelvink, M., Mortimer, P., Swaisland, H., Lau, A., O'Connor, M.J., et al.","2009","Inhibition of poly(ADP-ribose) polymerase in tumors from BRCA mutation carriers","N Engl J Med","361","123-134"
"gupte2017.pdf","57","Franco, H.L., Kraus, W.L.","2015","No driver behind the wheel? Targeting transcription in cancer","Cell","163","28-30"
"gupte2017.pdf","58","Gagne, J.P., Isabelle, M., Lo, K.S., Bourassa, S., Hendzel, M.J., Dawson, V.L., Dawson, T.M., Poirier, G.G.","2008","Proteome-wide identification of poly(ADP-ribose) binding proteins and poly(ADP-ribose)-associated protein complexes","Nucleic Acids Res","36","6959-6976"
"gupte2017.pdf","59","Gagne, J.P., Ethier, C., Defoy, D., Bourassa, S., Langelier, M.F., Riccio, A.A., Pascal, J.M., Moon, K.M., Foster, L.J., Ning, Z., et al.","2015","Quantitative site-specific ADP-ribosylation profiling of DNA-dependent PARPs","DNA Repair (Amst)","30","68-79"
"gupte2017.pdf","60","Gao, G., Guo, X., Goff, S.P.","2002","Inhibition of retroviral RNA production by ZAP, a CCCH-type zinc finger protein","Science","297","1703-1706"
"gupte2017.pdf","61","Gao, F., Kwon, S.W., Zhao, Y., Jin, Y.","2009","PARP1 poly(ADP-ribosyl)ates Sox2 to control Sox2 protein levels and FGF4 expression during embryonic stem cell differentiation","J Biol Chem","284","22263-22273"
"gupte2017.pdf","62","Gaszner, M., Felsenfeld, G.","2006","Insulators: exploiting transcriptional and epigenetic mechanisms","Nat Rev Genet","7","703-713"
"gupte2017.pdf","63","Ghosh, J., Anderson, P.J., Chandrasekaran, S., Caparon, M.G.","2010","Characterization of Streptococcus pyogenes β-NAD+ glycohydrolase: re-evaluation of enzymatic properties associated with pathogenesis","J Biol Chem","285","5683-5694"
"gupte2017.pdf","64","Gibbs-Seymour, I., Fontana, P., Rack, J.G., Ahel, I.","2016","HPF1/C4orf27 is a PARP-1-interacting protein that regulates PARP-1 ADP-ribosylation activity","Mol Cell","62","432-442"
"gupte2017.pdf","65","Gibson, B.A., Kraus, W.L.","2012","New insights into the molecular and cellular functions of poly(ADP-ribose) and PARPs","Nat Rev Mol Cell Biol","13","411-424"
"gupte2017.pdf","66","Gibson, B.A., Zhang, Y., Jiang, H., Hussey, K.M., Shrimp, J.H., Lin, H., Schwede, F., Yu, Y., Kraus, W.L.","2016","Chemical genetic discovery of PARP targets reveals a role for PARP-1 in transcription elongation","Science","353","45-50"
"gupte2017.pdf","67","Goodier, J.L., Pereira, G.C., Cheung, L.E., Rose, R.J., Kazazian, H.H. Jr.","2015","The broad-spectrum antiviral protein ZAP restricts human retrotransposition","PLoS Genet","11","e1005252"
"gupte2017.pdf","68","Gottschalk, A.J., Timinszky, G., Kong, S.E., Jin, J., Cai, Y., Swanson, S.K., Washburn, M.P., Florens, L., Ladurner, A.G., Conaway, J.W., et al.","2009","Poly(ADP-ribosyl)ation directs recruitment and activation of an ATP-dependent chromatin remodeler","Proc Natl Acad Sci","106","13770-13775"
"gupte2017.pdf","69","Grady, S.L., Hwang, J., Vastag, L., Rabinowitz, J.D., Shenk, T.","2012","Herpes simplex virus 1 infection activates poly(ADP-ribose) polymerase and triggers the degradation of poly(ADP-ribose) glycohydrolase","J Virol","86","8259-8268"
"gupte2017.pdf","70","Grundy, G.J., Polo, L.M., Zeng, Z., Rulten, S.L., Hoch, N.C., Paomephan, P., Xu, Y., Sweet, S.M., Thorne, A.W., Oliver, A.W., et al.","2016","PARP3 is a sensor of nicked nucleosomes and monoribosylates histone H2B(Glu2)","Nat Commun","7","12404"
"gupte2017.pdf","71","Guetg, C., Scheifele, F., Rosenthal, F., Hottiger, M.O., Santoro, R.","2012","Inheritance of silent rDNA chromatin is mediated by PARP1 via noncoding RNA","Mol Cell","45","790-800"
"gupte2017.pdf","72","Haigis, M.C., Sinclair, D.A.","2010","Mammalian sirtuins: biological insights and disease relevance","Annu Rev Pathol","5","253-295"
"gupte2017.pdf","73","Haikarainen, T., Narwal, M., Joensuu, P., Lehtio, L.","2014","Evaluation and structural basis for the inhibition of tankyrases by PARP inhibitors","ACS Med Chem Lett","5","18-22"
"gupte2017.pdf","74","Haince, J.F., Kozlov, S., Dawson, V.L., Dawson, T.M., Hendzel, M.J., Lavin, M.F., Poirier, G.G.","2007","Ataxia telangiectasia mutated (ATM) signaling network is modulated by a novel poly(ADP-ribose)-dependent pathway in the early response to DNA-damaging agents","J Biol Chem","282","16441-16453"
"gupte2017.pdf","75","Haince, J.F., McDonald, D., Rodrigue, A., Dery, U., Masson, J.Y., Hendzel, M.J., Poirier, G.G.","2008","PARP1-dependent kinetics of recruitment of MRE11 and NBS1 proteins to multiple DNA damage sites","J Biol Chem","283","1197-1208"
"gupte2017.pdf","76","Hassa, P.O., Hottiger, M.O.","2002","The functional role of poly(ADP-ribose)polymerase 1 as novel coactivator of NF-κB in inflammatory disorders","Cell Mol Life Sci","59","1534-1553"
"gupte2017.pdf","77","Hassa, P.O., Buerki, C., Lombardi, C., Imhof, R., Hottiger, M.O.","2003","Transcriptional coactivation of nuclear factor-κB-dependent gene expression by p300 is regulated by poly(ADP)-ribose polymerase-1","J Biol Chem","278","45145-45153"
"gupte2017.pdf","78","Hassa, P.O., Covic, M., Bedford, M.T., Hottiger, M.O.","2008","Protein arginine methyltransferase 1 coactivates NF-κB-dependent gene expression synergistically with CARM1 and PARP1","J Mol Biol","377","668-678"
"gupte2017.pdf","79","Hoff, K.G., Wolberger, C.","2005","Getting a grip on O-acetyl-ADP-ribose","Nat Struct Mol Biol","12","560-561"
"gupte2017.pdf","80","Hottiger, M.O.","2015","SnapShot: ADP-ribosylation signaling","Mol Cell","58","1134-1134 e1131"
"gupte2017.pdf","81","Hottiger, M.O., Hassa, P.O., Lüscher, B., Schuler, H., Koch-Nolte, F.","2010","Toward a unified nomenclature for mammalian ADP-ribosyltransferases","Trends Biochem Sci","35","208-219"
"gupte2017.pdf","82","Huang, J.Y., Wang, K., Vermehren-Schmaedick, A., Adelman, J.P., Cohen, M.S.","2016","PARP6 is a regulator of hippocampal dendritic morphogenesis","Sci Rep","6","18512"
"gupte2017.pdf","83","Huang, X., Motea, E.A., Moore, Z.R., Yao, J., Dong, Y., Chakrabarti, G., Kilgore, J.A., Silvers, M.A., Patidar, P.L., Cholka, A., et al.","2016","Leveraging anNQO1 bioactivatable drug for tumor-selective use of poly(ADP-ribose) polymerase inhibitors","Cancer Cell","30","940-952"
"gupte2017.pdf","84","Hung, Y.P., Albeck, J.G., Tantama, M., Yellen, G.","2011","Imaging cytosolic NADH–NAD+ redox state with a genetically encoded fluorescent biosensor","Cell Metab","14","545-554"
"gupte2017.pdf","85","Hussey, K.M., Chen, H., Yang, C., Park, E., Hah, N., Erdjument-Bromage, H., Tempst, P., Gamble, M.J., Kraus, W.L.","2014","The histone variant macroH2A1 regulates target gene expression in part by recruiting the transcriptional coregulator PELP1","Mol Cell Biol","34","2437-2449"
"gupte2017.pdf","86","Hyman, A.A., Simons, K.","2012","Cell biology. Beyond oil and water—phase transitions in cells","Science","337","1047-1049"
"gupte2017.pdf","87","Iwata, H., Goettsch, C., Sharma, A., Ricchiuto, P., Goh, W.W., Halu, A., Yamada, I., Yoshida, H., Hara, T., Wei, M., et al.","2016","PARP9 and PARP14 cross-regulate macrophage activation via STAT1 ADP-ribosylation","Nat Commun","7","12849"
"gupte2017.pdf","88","Jankevicius, G., Hassler, M., Golia, B., Rybin, V., Zacharias, M., Timinszky, G., Ladurner, A.G.","2013","A family of macrodomain proteins reverses cellular mono-ADP-ribosylation","Nat Struct Mol Biol","20","508-514"
"gupte2017.pdf","89","Jankevicius, G., Ariza, A., Ahel, M., Ahel, I.","2016","The toxin-antitoxin system DarTG catalyzes reversible ADP-ribosylation of DNA","Mol Cell","64","1109-1116"
"gupte2017.pdf","90","Janssen, O.E., Hilz, H.","1989","Differentiation of 3T3-L1 pre-adipocytes induced by inhibitors of poly(ADP-ribose) polymerase and by related noninhibitory acids","Eur J Biochem","180","595-602"
"gupte2017.pdf","91","Ju, B.G., Lunyak, V.V., Perissi, V., Garcia-Bassets, I., Rose, D.W., Glass, C.K., Rosenfeld, M.G.","2006","A topoisomerase IIβ-mediated dsDNA break required for regulated transcription","Science","312","1798-1802"
"gupte2017.pdf","92","Jungmichel, S., Rosenthal, F., Altmeyer, M., Lukas, J., Hottiger, M.O., Nielsen, M.L.","2013","Proteome-wide identification of poly(ADP-ribosyl)ation targets in different genotoxic stress responses","Mol Cell","52","272-285"
"gupte2017.pdf","93","Jwa, M., Chang, P.","2012","PARP16 is a tail-anchored endoplasmic reticulum protein required for the PERK- and IRE1α-mediated unfolded protein response","Nat Cell Biol","14","1223-1230"
"gupte2017.pdf","94","Kalisch, T., Ame, J.C., Dantzer, F., Schreiber, V.","2012","New readers and interpretations of poly(ADP-ribosyl)ation","Trends Biochem Sci","37","381-390"
"gupte2017.pdf","95","Kanai, M., Hanashiro, K., Kim, S.H., Hanai, S., Boulares, A.H., Miwa, M., Fukasawa, K.","2007","Inhibition of Crm1–p53 interaction and nuclear export of p53 by poly(ADP-ribosyl)ation","Nat Cell Biol","9","1175-1183"
"gupte2017.pdf","96","Kang, H.C., Lee, Y.I., Shin, J.H., Andrabi, S.A., Chi, Z., Gagne, J.P., Lee, Y., Ko, H.S., Lee, B.D., Poirier, G.G., et al.","2011","Iduna is a poly(ADP-ribose) (PAR)-dependent E3 ubiquitin ligase that regulates DNA damage","Proc Natl Acad Sci","108","14103-14108"
"gupte2017.pdf","97","Karlberg, T., Langelier, M.F., Pascal, J.M., Schuler, H.","2013","Structural biology of the writers, readers, and erasers in mono- and poly(ADP-ribose) mediated signaling","Mol Aspects Med","34","1088-1108"
"gupte2017.pdf","98","Karras, G.I., Kustatscher, G., Buhecha, H.R., Allen, M.D., Pugieux, C., Sait, F., Bycroft, M., Ladurner, A.G.","2005","The macro domain is an ADP-ribose binding module","EMBO J","24","1911-1920"
"gupte2017.pdf","99","Kashima, L., Idogawa, M., Mita, H., Shitashige, M., Yamada, T., Ogi, K., Suzuki, H., Toyota, M., Ariga, H., Sasaki, Y., et al.","2012","CHFR protein regulates mitotic checkpoint by targeting PARP-1 protein for ubiquitination and degradation","J Biol Chem","287","12975-12984"
"gupte2017.pdf","100","Kawamitsu, H., Hoshino, H., Okada, H., Miwa, M., Momoi, H., Sugimura, T.","1984","Monoclonal antibodies to poly(adenosine diphosphate ribose) recognize different structures","Biochemistry","23","3771-3777"
"gupte2017.pdf","101","Kim, U.H., Rockwood, S.F., Kim, H.R., Daynes, R.A.","1988","Membrane-associated NAD+ glycohydrolase from rabbit erythrocytes is solubilized by phosphatidylinositol-specific phospholipase C","Biochim Biophys Acta","965","76-81"
"gupte2017.pdf","102","Kim, U.H., Kim, M.K., Kim, J.S., Han, M.K., Park, B.H., Kim, H.R.","1993","Purification and characterization of NAD glycohydrolase from rabbit erythrocytes","Arch Biochem Biophys","305","147-152"
"gupte2017.pdf","103","Kim, M.Y., Mauro, S., Gevry, N., Lis, J.T., Kraus, W.L.","2004","NAD+-dependent modulation of chromatin structure and transcription by nucleosome binding properties of PARP-1","Cell","119","803-814"
"gupte2017.pdf","104","Kim, M.Y., Zhang, T., Kraus, W.L.","2005","Poly(ADP-ribosyl)ation by PARP-1: 'PAR-laying' NAD+ into a nuclear signal","Genes Dev","19","1951-1967"
"gupte2017.pdf","105","Kistemaker, H.A., van Noort, G.J., Overkleeft, H.S., van der Marel, G.A., Filippov, D.V.","2013","Stereoselective ribosylation of amino acids","Org Lett","15","2306-2309"
"gupte2017.pdf","106","Kistemaker, H.A., Nardozza, A.P., Overkleeft, H.S., van der Marel, G.A., Ladurner, A.G., Filippov, D.V.","2016","Synthesis and macrodomain binding of mono-ADP-ribosylated peptides","Angew Chem Int Ed Engl","55","10634-10638"
"gupte2017.pdf","107","Koh, D.W., Lawler, A.M., Poitras, M.F., Sasaki, M., Wattler, S., Nehls, M.C., Stoger, T., Poirier, G.G., Dawson, V.L., Dawson, T.M.","2004","Failure to degrade poly(ADP-ribose) causes increased sensitivity to cytotoxicity and early embryonic lethality","Proc Natl Acad Sci","101","17699-17704"
"gupte2017.pdf","108","Kolthur-Seetharam, U., Dantzer, F., McBurney, M.W., de Murcia, G., Sassone-Corsi, P.","2006","Control of AIF-mediated cell death by the functional interplay of SIRT1 and PARP-1 in response to DNA damage","Cell Cycle","5","873-877"
"gupte2017.pdf","109","Kraus, W.L., Lis, J.T.","2003","PARP goes transcription","Cell","113","677-683"
"gupte2017.pdf","110","Krietsch, J., Rouleau, M., Pic, E., Ethier, C., Dawson, T.M., Dawson, V.L., Masson, J.Y., Poirier, G.G., Gagne, J.P.","2013","Reprogramming cellular events by poly(ADP-ribose)-binding proteins","Mol Aspects Med","34","1066-1087"
"gupte2017.pdf","111","Krishnakumar, R., Kraus, W.L.","2010","The PARP side of the nucleus: molecular actions, physiological outcomes, and clinical targets","Mol Cell","39","8-24"
"gupte2017.pdf","112","Krishnakumar R, Kraus WL. 2010b. PARP-1 regulates chromatin structure and transcription through a KDM5B-dependent pathway.","Mol Cell",39,736–749
"gupte2017.pdf","113","Krishnakumar, R., Gamble, M.J., Frizzell, K.M., Berrocal, J.G., Kininis, M., Kraus, W.L.","2008","Reciprocal binding of PARP-1 and histone H1 at promoters specifies transcriptional outcomes","Science","319","819-821"
"gupte2017.pdf","114","Kuny, C.V., Sullivan, C.S.","2016","Virus–host interactions and the ARTD/PARP family of enzymes","PLoS Pathog","12","e1005453"
"gupte2017.pdf","115","Kustatscher, G., Hothorn, M., Pugieux, C., Scheffzek, K., Ladurner, A.G.","2005","Splicing regulates NAD metabolite binding to histone macroH2A","Nat Struct Mol Biol","12","624-625"
